,campaign_id,campaign_name,start_date,end_date,channel,impressions,clicks,spend,conversions,active,campaign_tag,season
486,CMP-00487,Q4_Winter_CMP-00487,,2024-01-11,,70042,2142,1514.03,153.0,False,XX,Winter
487,CMP-00488,Q4_Summer_CMP-00488,2023-11-27,2023-12-23,Email,14284,656,1005.74,97.0,True,EM,Summer
488,CMP-00489,Q4_Launch_CMP-00489,2023-08-13,2023-09-04,Email,73789,3047,5626.64,484.0,True,EM,Launch
489,CMP-00490,Q1_Summer_CMP-00490,2023-11-09,2023-12-07,Email,85664,1637,2648.29,274.0,True,EM,Summer
490,CMP-00491,Q1_BlackFriday_CMP-00491,2023-05-25,2023-06-02,,94468,4632,2847.1,400.0,True,XX,BlackFriday
491,CMP-00492,Q1_BlackFriday_CMP-00492,2023-12-14,2023-12-17,Instagram,62389,2289,4220.52,219.0,True,IN,BlackFriday
492,CMP-00493,Q1_BlackFriday_CMP-00493,2023-11-28,2023-12-18,Email,10435,108,182.62,13.0,False,E-,BlackFriday
493,CMP-00494,Q4_BlackFriday_CMP-00494,2023-10-13,2023-10-17,Facebook,55340,1118,824.48,66.0,True,FA,BlackFriday
494,CMP-00495,Q1_Summer_CMP-00495,2023-12-03,2024-01-01,Email,45078,920,531.46,130.0,True,EM,Summer
495,CMP-00496,Q1_Winter_CMP-00496,2023-03-18,2023-03-19,TikTok,79832,1019,1361.35,201.0,True,TI,Winter
496,CMP-00497,Q2_Launch_CMP-00497,2023-03-14,2023-04-11,,52293,2530,1857.16,263.0,True,XX,Launch
497,CMP-00498,Q2_Winter_CMP-00498,2023-12-02,2023-12-03,Facebook,96981,2825,4949.08,460.0,True,FA,Winter
498,CMP-00499,Q2_BlackFriday_CMP-00499,,2023-01-31,Google Ads,79781,3656,3793.11,,True,GO,BlackFriday
499,CMP-00500,Q3_Summer_CMP-00500,2023-10-14,2023-10-16,TikTok,61403,1405,2626.42,97.0,False,TI,Summer
500,CMP-00501,Q4_Winter_CMP-00501,2023-03-07,2023-04-04,Instagram,30124,452,609.54,62.0,True,IN,Winter
501,CMP-00502,Q1_Summer_CMP-00502,,2023-12-18,Google Ads,96435,2794,2162.58,265.0,True,GO,Summer
502,CMP-00503,Q1_Winter_CMP-00503,2023-12-10,2023-12-19,Facebook,44919,653,463.24,,False,FA,Winter
503,CMP-00504,Q1_Summer_CMP-00504,2023-07-05,2023-08-04,TikTok,36247,1067,1456.14,154.0,True,TI,Summer
504,CMP-00505,Q2_Winter_CMP-00505,2023-06-24,2023-06-25,Google Ads,95758,4482,7363.14,801.0,True,GO,Winter
505,CMP-00506,Q1_Launch_CMP-00506,2023-04-26,2023-05-06,Facebook,92747,2859,4780.99,,True,FA,Launch
506,CMP-00507,Q1_Launch_CMP-00507,2023-06-01,2023-06-16,TikTok,63752,2209,2018.22,239.0,False,TI,Launch
507,CMP-00508,Q4_Summer_CMP-00508,2023-10-04,2023-10-17,Google Ads,57573,936,754.76,,True,GO,Summer
508,CMP-00509,Q1_BlackFriday_CMP-00509,2023-01-20,2023-02-13,Google Ads,60101,706,370.74,121.0,True,GO,BlackFriday
509,CMP-00510,Q4_Launch_CMP-00510,2023-11-13,2023-12-02,TikTok,27646,398,604.48,62.0,False,TI,Launch
510,CMP-00511,Q2_Winter_CMP-00511,2023-03-25,2023-03-31,TikTok,24049,816,501.72,71.0,False,TI,Winter
511,CMP-00512,Q3_Launch_CMP-00512,2023-11-16,2023-11-20,TikTok,80605,1112,1257.83,207.0,True,TI,Launch
512,CMP-00513,Q1_Launch_CMP-00513,,2023-08-15,Facebook,99116,2481,3479.66,181.0,False,FA,Launch
513,CMP-00514,Q2_Summer_CMP-00514,2023-07-06,2023-07-18,TikTok,98379,3148,5999.03,,True,TI,Summer
514,CMP-00515,Q2_Winter_CMP-00515,2023-08-16,2023-08-23,Google Ads,69385,1772,1714.77,96.0,False,GO,Winter
515,CMP-00516,Q2_Winter_CMP-00516,2023-08-18,2023-09-08,TikTok,41158,681,595.64,,False,TI,Winter
516,CMP-00517,Q2_Launch_CMP-00517,2023-08-29,2023-09-05,TikTok,66417,1391,2060.41,127.0,False,TI,Launch
517,CMP-00518,Q4_BlackFriday_CMP-00518,2023-12-14,2023-12-28,Facebook,24289,1144,1634.61,134.0,False,FA,BlackFriday
518,CMP-00519,Q3_Summer_CMP-00519,2023-08-25,2023-09-18,TikTok,10823,400,399.27,40.0,True,TI,Summer
519,CMP-00520,Q4_BlackFriday_CMP-00520,2023-09-15,2023-10-14,Email,61160,1825,3453.18,,True,EM,BlackFriday
520,CMP-00521,Q3_Launch_CMP-00521,2023-04-13,2023-04-25,Instagram,42975,451,797.05,,True,IN,Launch
521,CMP-00522,Q4_Summer_CMP-00522,,2023-05-12,Instagram,10540,523,437.21,95.0,True,IN,Summer
522,CMP-00523,Q4_Launch_CMP-00523,2023-09-04,2023-09-13,Email,17364,640,549.58,124.0,True,EM,Launch
523,CMP-00524,Q4_Winter_CMP-00524,2023-02-22,2023-03-08,TikTok,5611,127,161.09,10.0,False,TI,Winter
524,CMP-00525,Q1_BlackFriday_CMP-00525,2023-03-05,2023-03-26,TikTok,28663,1294,2148.5,203.0,False,TI,BlackFriday
525,CMP-00526,Q4_Summer_CMP-00526,2023-05-20,2023-05-21,Google Ads,52991,1077,609.65,161.0,True,GO,Summer
526,CMP-00527,Q4_Summer_CMP-00527,,2023-08-22,Email,58679,1863,2869.03,189.0,True,EM,Summer
527,CMP-00528,Q3_Summer_CMP-00528,2023-04-24,2023-05-19,TikTok,31977,1133,1668.18,59.0,True,TI,Summer
528,CMP-00529,Q4_Summer_CMP-00529,2023-01-14,2023-01-16,Email,95704,1803,1527.54,276.0,True,EM,Summer
529,CMP-00530,Q3_Winter_CMP-00530,2023-07-11,2023-08-09,TikTok,50115,2462,3747.24,472.0,True,TI,Winter
530,CMP-00531,Q4_Launch_CMP-00531,2023-07-11,2023-07-15,Instagram,92007,3673,7016.44,531.0,True,IN,Launch
531,CMP-00532,Q3_Summer_CMP-00532,2023-02-20,2023-03-02,Facebook,89223,2883,1643.83,332.0,True,FA,Summer
532,CMP-00533,Q2_BlackFriday_CMP-00533,2023-03-16,2023-03-21,TikTok,61890,1065,1043.14,137.0,True,TI,BlackFriday
533,CMP-00534,Q2_BlackFriday_CMP-00534,2023-08-30,2023-09-08,Instagram,67387,819,947.8,65.0,False,IN,BlackFriday
534,CMP-00535,Q4_Summer_CMP-00535,2023-12-28,2024-01-12,Facebook,19071,434,802.42,70.0,True,FA,Summer
535,CMP-00536,Q2_Winter_CMP-00536,,2023-03-12,TikTok,60275,2418,4699.12,391.0,True,TI,Winter
536,CMP-00537,Q3_BlackFriday_CMP-00537,2023-04-21,2023-05-21,Instagram,73369,1524,1777.25,,True,IN,BlackFriday
537,CMP-00538,Q4_Winter_CMP-00538,2023-11-08,2023-12-07,Google Ads,12938,408,663.02,74.0,True,GO,Winter
538,CMP-00539,Q3_BlackFriday_CMP-00539,2023-05-28,2023-06-23,Email,36195,1415,1835.95,127.0,True,EM,BlackFriday
539,CMP-00540,Q4_Summer_CMP-00540,2023-05-03,2023-06-02,Facebook,92680,1326,1732.65,261.0,False,FA,Summer
540,CMP-00541,Q4_Launch_CMP-00541,,2023-08-30,Email,5000,187,171.51,20.0,False,EM,Launch
541,CMP-00542,Q4_Winter_CMP-00542,,2023-09-17,TikTok,71588,978,807.27,74.0,True,TI,Winter
542,CMP-00543,Q3_Winter_CMP-00543,2023-09-21,2023-10-21,TikTok,94610,4598,4285.37,472.0,False,TI,Winter
543,CMP-00544,Q3_BlackFriday_CMP-00544,2023-05-30,2023-06-20,Google Ads,98856,2919,3895.38,338.0,False,GO,BlackFriday
544,CMP-00545,Q4_Summer_CMP-00545,2023-05-04,2023-05-28,Email,39304,629,342.01,37.0,True,EM,Summer
545,CMP-00546,Q1_Summer_CMP-00546,,2023-12-31,Facebook,70449,1669,3105.8,228.0,True,FA,Summer
546,CMP-00547,Q2_Winter_CMP-00547,,2023-07-30,Facebook,83986,2228,1636.3,311.0,True,FA,Winter
547,CMP-00548,Q1_Summer_CMP-00548,2023-09-27,2023-09-28,Google Ads,90643,3655,3034.14,587.0,True,GO,Summer
548,CMP-00549,Q4_Launch_CMP-00549,2023-09-17,2023-10-16,TikTok,21764,864,1103.69,46.0,False,TI,Launch
549,CMP-00550,Q3_Winter_CMP-00550,,2023-09-28,Facebook,87027,3000,4695.52,393.0,True,FA,Winter
550,CMP-00551,Q2_Summer_CMP-00551,2023-07-18,2023-08-17,Google Ads,39494,562,361.7,32.0,True,GO,Summer
551,CMP-00552,Q2_Launch_CMP-00552,,2023-09-17,Instagram,4373,70,68.36,10.0,True,IN,Launch
552,CMP-00553,Q4_Summer_CMP-00553,2023-05-04,2023-05-10,Instagram,13161,180,351.54,10.0,False,IN,Summer
553,CMP-00554,Q1_BlackFriday_CMP-00554,2023-10-25,2023-10-26,TikTok,98532,3260,2912.86,608.0,False,TI,BlackFriday
554,CMP-00555,Q1_Summer_CMP-00555,2023-01-23,2023-01-27,Facebook,93658,4222,4093.55,655.0,True,FA,Summer
555,CMP-00556,Q1_Launch_CMP-00556,2023-11-26,2023-11-29,,28350,775,1359.93,,False,XX,Launch
556,CMP-00557,Q3_Summer_CMP-00557,2023-08-26,2023-09-19,Email,94008,1544,888.3,179.0,False,EM,Summer
557,CMP-00558,Q2_BlackFriday_CMP-00558,,2023-04-12,TikTok,95297,3080,3686.51,214.0,True,TI,BlackFriday
558,CMP-00559,Q1_Launch_CMP-00559,,2023-09-07,Instagram,26351,1119,1196.69,,True,IN,Launch
559,CMP-00560,Q4_Winter_CMP-00560,,2023-05-12,TikTok,89668,3556,3466.67,641.0,True,TI,Winter
560,CMP-00561,Q2_Winter_CMP-00561,2023-04-13,2023-05-12,Email,16305,737,684.34,136.0,True,EM,Winter
561,CMP-00562,Q3_Launch_CMP-00562,2023-06-08,2023-06-27,Email,76353,1612,1026.94,80.0,True,EM,Launch
562,CMP-00563,Q4_BlackFriday_CMP-00563,,2023-07-03,,77797,1381,1342.66,192.0,True,XX,BlackFriday
563,CMP-00564,Q2_Winter_CMP-00564,2023-11-28,2023-12-16,Facebook,66953,3025,1707.85,477.0,False,FA,Winter
564,CMP-00565,Q2_Launch_CMP-00565,2023-01-25,2023-02-03,Instagram,58458,2122,3546.81,303.0,False,IN,Launch
565,CMP-00566,Q2_Summer_CMP-00566,2023-03-05,2023-03-14,Google Ads,21358,479,525.63,29.0,True,GO,Summer
566,CMP-00567,Q1_Summer_CMP-00567,2023-07-24,2023-07-25,,4267,169,197.03,13.0,True,XX,Summer
567,CMP-00568,Q2_Summer_CMP-00568,2023-07-17,2023-08-09,Google Ads,83745,3567,6564.68,312.0,True,INVALID,Summer
568,CMP-00569,Q2_Summer_CMP-00569,2023-12-21,2024-01-09,TikTok,90588,3134,4660.52,547.0,True,TI,Summer
569,CMP-00570,Q3_Launch_CMP-00570,,2023-10-09,Google Ads,39513,1482,758.92,177.0,True,GO,Launch
570,CMP-00571,Q1_BlackFriday_CMP-00571,,2023-08-09,Facebook,27092,677,1296.29,83.0,True,FA,BlackFriday
571,CMP-00572,Q2_Launch_CMP-00572,2023-11-05,2023-11-29,Instagram,12338,389,332.87,74.0,False,IN,Launch
572,CMP-00573,Q2_Winter_CMP-00573,,2023-06-23,Google Ads,1412,43,28.44,6.0,True,INVALID,Winter
573,CMP-00574,Q4_BlackFriday_CMP-00574,2023-12-05,2023-12-10,,8543,375,619.57,69.0,True,XX,BlackFriday
574,CMP-00575,Q3_Winter_CMP-00575,2023-08-07,2023-08-14,Facebook,34496,1503,1879.83,178.0,True,FA,Winter
575,CMP-00576,Q1_Launch_CMP-00576,,2023-08-20,Facebook,61692,2671,3073.4,193.0,True,FA,Launch
576,CMP-00577,Q4_Launch_CMP-00577,2023-06-30,2023-07-13,Facebook,90084,940,-821.8,178.0,True,FA,Launch
577,CMP-00578,Q1_Summer_CMP-00578,2023-11-24,2023-12-16,TikTok,93920,3755,4961.13,446.0,True,TI,Summer
578,CMP-00579,Q2_BlackFriday_CMP-00579,2023-02-08,2023-02-21,TikTok,45425,1832,1670.01,141.0,True,TI,BlackFriday
579,CMP-00580,Q1_Summer_CMP-00580,2023-09-20,2023-09-21,TikTok,39756,1476,2734.1,140.0,False,TI,Summer
580,CMP-00581,Q4_Winter_CMP-00581,2023-01-16,2023-01-18,Google Ads,19888,800,658.25,46.0,True,GO,Winter
581,CMP-00582,Q1_BlackFriday_CMP-00582,,2023-08-29,TikTok,36735,1604,2929.76,192.0,False,TI,BlackFriday
582,CMP-00583,Q1_Winter_CMP-00583,2023-02-04,2023-02-18,Facebook,48295,1391,1862.7,247.0,True,FA,Winter
583,CMP-00584,Q3_BlackFriday_CMP-00584,2023-07-05,2023-08-01,Facebook,84042,2528,4405.63,,False,FA,BlackFriday
584,CMP-00585,Q4_BlackFriday_CMP-00585,2023-11-06,2023-11-21,Instagram,86999,1303,2044.76,247.0,True,IN,BlackFriday
585,CMP-00586,Q1_Winter_CMP-00586,2023-07-09,2023-07-23,Email,18955,481,743.17,33.0,True,EM,Winter
586,CMP-00587,Q3_Summer_CMP-00587,2023-10-21,2023-10-27,Google Ads,38841,1387,1368.3,148.0,False,GO,Summer
587,CMP-00588,Q2_BlackFriday_CMP-00588,2023-06-10,2023-06-11,Google Ads,71640,2952,2511.7,,False,GO,BlackFriday
588,CMP-00589,Q4_Summer_CMP-00589,,2023-03-19,TikTok,66510,1242,1013.88,221.0,True,TI,Summer
589,CMP-00590,Q1_Launch_CMP-00590,2023-04-06,2023-05-05,Facebook,35911,557,994.68,57.0,True,FA,Launch
590,CMP-00591,Q3_Summer_CMP-00591,2023-10-15,2023-10-17,,60031,2192,3793.56,317.0,True,INVALID,Summer
591,CMP-00592,Q1_BlackFriday_CMP-00592,2023-12-27,2024-01-18,Google_Ads,89726,904,1049.42,142.0,True,GO,BlackFriday
592,CMP-00593,Q4_BlackFriday_CMP-00593,2023-05-27,2023-05-30,Email,8357,143,99.9,16.0,True,EM,BlackFriday
593,CMP-00594,Q2_BlackFriday_CMP-00594,2023-04-13,2023-05-08,Instagram,33479,373,400.37,35.0,True,IN,BlackFriday
594,CMP-00595,Q1_Winter_CMP-00595,2023-08-20,2023-09-18,Facebook,62476,1041,1487.6,202.0,True,FA,Winter
595,CMP-00596,Q2_BlackFriday_CMP-00596,2023-02-14,2023-02-23,Email,45811,790,933.47,153.0,True,EM,BlackFriday
596,CMP-00597,Q1_Winter_CMP-00597,2023-06-13,2023-07-06,Google Ads,37208,949,1585.1,88.0,False,GO,Winter
597,CMP-00598,Q4_Summer_CMP-00598,2023-10-09,2023-10-19,Email,21150,551,1100.04,67.0,True,EM,Summer
598,CMP-00599,Q1_BlackFriday_CMP-00599,2023-03-22,2023-04-15,TikTok,72180,3245,2552.84,635.0,False,TI,BlackFriday
599,CMP-00600,Q1_Launch_CMP-00600,2023-11-23,2023-12-09,Google Ads,44286,1346,1601.04,68.0,False,GO,Launch
600,CMP-00601,Q1_Launch_CMP-00601,2023-04-25,2023-05-02,Google Ads,69450,2704,3100.07,302.0,True,GO,Launch
601,CMP-00602,Q2_BlackFriday_CMP-00602,2023-03-13,2023-04-08,Google Ads,22352,316,302.33,20.0,False,GO,BlackFriday
602,CMP-00603,Q1_Summer_CMP-00603,2023-07-04,2023-07-13,,56069,1066,849.75,134.0,True,XX,Summer
603,CMP-00604,Q1_Launch_CMP-00604,2023-10-10,2023-10-11,TikTok,15397,586,350.74,31.0,True,TI,Launch
604,CMP-00605,Q2_BlackFriday_CMP-00605,2023-02-03,2023-02-25,Email,42555,515,-942.8,57.0,True,EM,BlackFriday
605,CMP-00606,Q4_Launch_CMP-00606,2023-09-03,2023-09-12,Email,47959,1413,1596.37,117.0,False,EM,Launch
606,CMP-00607,Q3_Winter_CMP-00607,,2023-11-19,,1728,58,72.23,7.0,True,XX,Winter
607,CMP-00608,Q1_Summer_CMP-00608,2023-06-12,2023-06-19,Email,51517,1755,3291.35,349.0,True,EM,Summer
608,CMP-00609,Q1_Winter_CMP-00609,2023-12-15,2023-12-23,Email,67234,734,1221.7,124.0,True,EM,Winter
609,CMP-00610,Q4_Summer_CMP-00610,2023-10-10,2023-11-02,TikTok,40954,937,651.92,165.0,True,TI,Summer
610,CMP-00611,Q4_Summer_CMP-00611,2023-03-08,2023-03-23,Email,48280,1711,2306.65,,True,INVALID,Summer
611,CMP-00612,Q4_Launch_CMP-00612,2023-01-29,2023-02-24,TikTok,80459,1284,1493.78,72.0,True,TI,Launch
612,CMP-00613,Q2_Launch_CMP-00613,2023-06-05,2023-06-06,Facebook,17779,672,1139.59,54.0,True,FA,Launch
613,CMP-00614,Q4_Winter_CMP-00614,2023-12-30,2024-01-20,Google Ads,64932,2586,4102.3,,True,GO,Winter
614,CMP-00615,Q1_Launch_CMP-00615,2023-09-23,2023-09-25,Instagram,73936,3643,5594.22,382.0,True,IN,Launch
615,CMP-00616,Q1_BlackFriday_CMP-00616,2023-05-09,2023-06-06,Google Ads,25466,468,473.06,30.0,True,GO,BlackFriday
616,CMP-00617,Q3_Winter_CMP-00617,2023-05-21,2023-06-09,TikTok,37939,1631,2784.84,253.0,True,TI,Winter
617,CMP-00618,Q3_Launch_CMP-00618,,2023-10-28,Facebook,70896,2184,1263.63,207.0,False,FA,Launch
618,CMP-00619,Q1_Winter_CMP-00619,2023-11-25,2023-12-23,TikTok,36270,904,668.45,81.0,True,TI,Winter
619,CMP-00620,Q2_Summer_CMP-00620,2023-03-20,2023-04-03,Google Ads,60163,896,899.08,,True,GO,Summer
620,CMP-00621,Q1_Winter_CMP-00621,2023-11-06,2023-11-24,Google Ads,83637,3296,2027.74,589.0,False,GO,Winter
621,CMP-00622,Q4_Summer_CMP-00622,,2023-02-14,Instagram,52934,1028,876.36,114.0,True,INVALID,Summer
622,CMP-00623,Q1_Winter_CMP-00623,2023-01-24,2023-02-09,Facebook,65895,1637,2856.94,322.0,True,FA,Winter
623,CMP-00624,Q1_Summer_CMP-00624,2023-05-16,2023-06-11,Facebook,33307,416,799.71,61.0,False,FA,Summer
624,CMP-00625,Q1_Winter_CMP-00625,,2023-02-16,Google Ads,55098,2317,2217.15,,True,GO,Winter
625,CMP-00626,Q4_Winter_CMP-00626,2023-11-18,2023-12-11,Email,61921,2517,2257.18,137.0,False,EM,Winter
626,CMP-00627,Q3_Summer_CMP-00627,2023-06-04,2023-07-02,TikTok,6486,255,234.56,17.0,True,TI,Summer
627,CMP-00628,Q3_BlackFriday_CMP-00628,2023-12-17,2024-01-10,Facebook,9335,205,187.9,29.0,False,FA,BlackFriday
628,CMP-00629,Q2_BlackFriday_CMP-00629,,2023-12-21,Google Ads,87900,1488,824.2,275.0,True,GO,BlackFriday
629,CMP-00630,Q2_Launch_CMP-00630,2023-08-14,2023-08-24,Google Ads,90112,3199,6047.31,459.0,True,GO,Launch
630,CMP-00631,Q4_Summer_CMP-00631,2023-06-24,2023-07-06,Google Ads,98203,2931,2405.02,205.0,True,GO,Summer
631,CMP-00632,Q1_Summer_CMP-00632,2023-06-13,2023-06-16,Instagram,12130,207,233.91,13.0,True,IN,Summer
632,CMP-00633,Q3_Winter_CMP-00633,2023-07-24,2023-08-13,Facebook,88508,3313,1704.64,585.0,True,FA,Winter
633,CMP-00634,Q4_BlackFriday_CMP-00634,2023-10-15,2023-10-27,TikTok,61566,3056,5460.87,216.0,True,TI,BlackFriday
634,CMP-00635,Q2_Launch_CMP-00635,2023-03-04,2023-03-19,Facebook,67703,2700,4311.19,345.0,False,FA,Launch
635,CMP-00636,Q3_BlackFriday_CMP-00636,,2023-03-18,,28192,1116,2142.87,62.0,False,XX,BlackFriday
636,CMP-00637,Q3_Winter_CMP-00637,2023-07-16,2023-08-01,Google Ads,2062,99,165.57,6.0,True,GO,Winter
637,CMP-00638,Q3_BlackFriday_CMP-00638,2023-03-23,2023-04-10,TikTok,85076,1541,1495.63,232.0,True,TI,BlackFriday
638,CMP-00639,Q1_Summer_CMP-00639,2023-06-10,2023-06-16,Facebook,90780,2961,2581.43,454.0,True,FA,Summer
639,CMP-00640,Q3_Launch_CMP-00640,2023-09-21,2023-10-03,Instagram,22545,1108,1713.6,112.0,False,IN,Launch
640,CMP-00641,Q4_BlackFriday_CMP-00641,,2023-10-04,Email,22689,376,393.36,30.0,True,EM,BlackFriday
641,CMP-00642,Q1_Winter_CMP-00642,2023-07-21,2023-08-20,Facebook,12174,462,623.39,79.0,False,FA,Winter
642,CMP-00643,Q2_Winter_CMP-00643,,2023-05-03,Email,89461,2990,1523.06,246.0,True,EM,Winter
643,CMP-00644,Q3_Winter_CMP-00644,2023-05-25,2023-06-18,Email,10348,346,205.12,45.0,True,EM,Winter
644,CMP-00645,Q1_BlackFriday_CMP-00645,2023-12-01,2023-12-19,Facebook,24714,936,1219.66,182.0,False,FA,BlackFriday
645,CMP-00646,Q2_Summer_CMP-00646,2023-01-05,2023-01-23,Facebook,39102,1845,2489.1,133.0,True,FA,Summer
646,CMP-00647,Q2_Launch_CMP-00647,2023-05-16,2023-05-21,Google Ads,75460,3116,5070.29,,True,GO,Launch
647,CMP-00648,Q4_Summer_CMP-00648,,2023-07-18,Email,90930,1113,776.82,86.0,True,EM,Summer
648,CMP-00649,Q1_Launch_CMP-00649,2023-01-27,2023-02-20,Instagram,7801,344,436.8,46.0,True,IN,Launch
649,CMP-00650,Q1_BlackFriday_CMP-00650,2023-10-11,2023-11-01,Instagram,73267,1393,1102.8,148.0,True,IN,BlackFriday
650,CMP-00651,Q3_Launch_CMP-00651,2023-08-19,2023-08-31,Instagram,49136,1232,788.23,239.0,True,IN,Launch
651,CMP-00652,Q3_Summer_CMP-00652,2023-11-16,2023-11-30,Google Ads,24625,701,782.14,63.0,True,GO,Summer
652,CMP-00653,Q1_BlackFriday_CMP-00653,2023-02-19,2023-02-25,Google Ads,83873,2452,1826.75,269.0,True,GO,BlackFriday
653,CMP-00654,Q4_Launch_CMP-00654,2023-06-23,2023-07-12,Facebook,73592,2016,1678.67,398.0,True,FA,Launch
654,CMP-00655,Q1_Launch_CMP-00655,2023-03-15,2023-03-28,Google Ads,78052,3707,3619.26,483.0,True,GO,Launch
655,CMP-00656,Q4_Launch_CMP-00656,,2023-09-26,,45261,1730,1538.11,216.0,True,XX,Launch
656,CMP-00657,Q1_Winter_CMP-00657,2023-01-20,2023-02-04,TikTok,2542,89,56.19,7.0,True,TI,Winter
657,CMP-00658,Q2_Launch_CMP-00658,2023-08-31,2023-09-12,Instagram,22677,271,172.05,42.0,True,IN,Launch
658,CMP-00659,Q2_Launch_CMP-00659,2023-09-21,2023-10-16,Instagram,47732,2203,1740.09,114.0,True,IN,Launch
659,CMP-00660,Q1_BlackFriday_CMP-00660,2023-06-13,2023-06-23,Google Ads,51343,2381,1371.07,136.0,True,GO,BlackFriday
660,CMP-00661,Q1_BlackFriday_CMP-00661,2023-06-03,2023-06-08,Facebook,40081,1651,2376.92,230.0,True,FA,BlackFriday
661,CMP-00662,Q1_BlackFriday_CMP-00662,2023-09-18,2023-10-15,Email,63856,656,610.73,,True,E-,BlackFriday
662,CMP-00663,Q3_Winter_CMP-00663,,2023-03-28,Facebook,94105,1156,1063.08,223.0,False,FA,Winter
663,CMP-00664,Q1_BlackFriday_CMP-00664,2023-06-19,2023-07-14,,89858,1708,1704.58,316.0,True,XX,BlackFriday
664,CMP-00665,Q4_Launch_CMP-00665,2023-10-26,2023-11-24,TikTok,20065,306,457.22,48.0,True,TI,Launch
665,CMP-00666,Q1_Summer_CMP-00666,2023-12-19,2024-01-04,Google Ads,84460,2192,3958.64,378.0,True,GO,Summer
666,CMP-00667,Q4_BlackFriday_CMP-00667,2023-05-16,2023-06-07,Facebook,89092,4178,6846.2,,True,FA,BlackFriday
667,CMP-00668,Q4_Launch_CMP-00668,2023-10-24,2023-11-11,Instagram,55693,1608,2558.8,110.0,True,IN,Launch
668,CMP-00669,Q3_Winter_CMP-00669,2023-10-26,2023-11-09,TikTok,27962,294,360.62,48.0,True,TI,Winter
669,CMP-00670,Q4_Launch_CMP-00670,2023-11-14,2023-11-26,TikTok,29295,624,961.4,50.0,True,TI,Launch
670,CMP-00671,Q2_Winter_CMP-00671,2023-12-15,2023-12-29,Google Ads,14807,174,231.27,17.0,False,GO,Winter
671,CMP-00672,Q1_BlackFriday_CMP-00672,,2023-12-28,Instagram,43348,496,408.89,85.0,True,IN,BlackFriday
672,CMP-00673,Q3_Summer_CMP-00673,2023-06-10,2023-06-30,Instagram,27432,576,468.22,75.0,True,IN,Summer
673,CMP-00674,Q2_BlackFriday_CMP-00674,2023-04-15,2023-04-24,Google Ads,84285,1772,1673.81,317.0,True,GO,BlackFriday
674,CMP-00675,Q3_Launch_CMP-00675,2023-08-30,2023-09-28,TikTok,92792,3849,7183.02,315.0,True,TI,Launch
675,CMP-00676,Q1_BlackFriday_CMP-00676,2023-02-01,2023-02-06,,58854,2883,3808.8,406.0,True,XX,BlackFriday
676,CMP-00677,Q3_BlackFriday_CMP-00677,2023-10-15,2023-10-26,TikTok,41262,1025,-1640.88,64.0,False,TI,BlackFriday
677,CMP-00678,Q3_Summer_CMP-00678,2023-09-27,2023-10-27,TikTok,38080,1034,1054.51,151.0,False,TI,Summer
678,CMP-00679,Q1_BlackFriday_CMP-00679,2023-08-24,2023-09-05,Google Ads,2324,101,112.27,,True,GO,BlackFriday
679,CMP-00680,Q3_BlackFriday_CMP-00680,2023-07-01,2023-07-22,Facebook,92267,1912,1316.12,263.0,True,FA,BlackFriday
680,CMP-00681,Q2_Launch_CMP-00681,2023-12-15,2023-12-30,Google Ads,36909,599,453.41,53.0,True,GO,Launch
681,CMP-00682,Q4_Summer_CMP-00682,2023-11-09,2023-11-24,Google Ads,90339,3986,6939.76,218.0,True,GO,Summer
682,CMP-00683,Q4_Summer_CMP-00683,2023-05-23,2023-06-17,Email,20870,247,340.18,16.0,False,EM,Summer
683,CMP-00684,Q4_Summer_CMP-00684,2023-06-02,2023-06-20,TikTok,35578,1237,1244.79,177.0,True,TI,Summer
684,CMP-00685,Q3_Launch_CMP-00685,2023-12-20,2024-01-17,Facebook,73124,2375,4047.66,451.0,True,FA,Launch
685,CMP-00686,Q2_Launch_CMP-00686,2023-06-28,2023-07-20,Instagram,27790,662,575.79,53.0,False,IN,Launch
686,CMP-00687,Q1_Summer_CMP-00687,2023-05-21,2023-05-27,Instagram,26289,594,1166.65,,True,IN,Summer
687,CMP-00688,Q3_BlackFriday_CMP-00688,2023-10-06,2023-11-04,Instagram,56129,2294,2333.52,412.0,True,IN,BlackFriday
688,CMP-00689,Q1_Launch_CMP-00689,2023-06-26,2023-06-28,Google Ads,94714,1274,1281.6,163.0,False,GO,Launch
689,CMP-00690,Q2_BlackFriday_CMP-00690,,2023-06-09,Facebook,95246,1854,1794.43,278.0,True,FA,BlackFriday
690,CMP-00691,Q3_BlackFriday_CMP-00691,,2024-01-18,Email,16485,647,442.01,111.0,True,EM,BlackFriday
691,CMP-00692,Q4_Winter_CMP-00692,2023-08-15,2023-09-14,Instagram,45482,1452,968.06,129.0,True,IN,Winter
692,CMP-00693,Q2_Winter_CMP-00693,2023-04-20,2023-05-18,,87188,1318,1940.3,124.0,False,XX,Winter
693,CMP-00694,Q2_Summer_CMP-00694,2023-10-15,2023-11-14,Google Ads,5748,260,471.3,13.0,True,GO,Summer
694,CMP-00695,Q2_Summer_CMP-00695,2023-11-12,2023-11-17,Instagram,87769,2258,3806.49,439.0,True,IN,Summer
695,CMP-00696,Q1_Winter_CMP-00696,2023-01-26,2023-02-15,,10435,449,319.54,84.0,True,XX,Winter
